Gene stable ID,Gene start (bp),Gene end (bp),Gene description,Gene name,Gene type,Chromosome/scaffold name,Strand
ENSMUSG00000083176,78561319,78561600,"DNA segment, Chr 11, Boehm 181, expressed [Source:MGI Symbol;Acc:MGI:106813]",D11Bhm181e,processed_pseudogene,11,-1
ENSMUSG00000082110,78585161,78585555,predicted gene 11196 [Source:MGI Symbol;Acc:MGI:3649463],Gm11196,processed_pseudogene,11,-1
ENSMUSG00000017376,78567168,78697373,nemo like kinase [Source:MGI Symbol;Acc:MGI:1201387],Nlk,protein_coding,11,-1
ENSMUSG00000080180,78576237,78577355,predicted gene 17235 [Source:MGI Symbol;Acc:MGI:4938062],Gm17235,processed_pseudogene,11,1
ENSMUSG00000101605,105994675,106005443,angiotensin I converting enzyme (peptidyl-dipeptidase A) 3 [Source:MGI Symbol;Acc:MGI:3644400],Ace3,protein_coding,11,1
ENSMUSG00000001901,106008124,106034549,"potassium voltage-gated channel, subfamily H (eag-related), member 6 [Source:MGI Symbol;Acc:MGI:2684139]",Kcnh6,protein_coding,11,1
ENSMUSG00000049354,106036872,106059324,DDB1 and CUL4 associated factor 7 [Source:MGI Symbol;Acc:MGI:1919083],Dcaf7,protein_coding,11,1
ENSMUSG00000085033,106051151,106051852,predicted gene 11646 [Source:MGI Symbol;Acc:MGI:3649612],Gm11646,antisense_RNA,11,-1
ENSMUSG00000001983,106066061,106073612,translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457],Taco1,protein_coding,11,1
ENSMUSG00000085255,106065077,106066305,"translational activator of mitochondrially encoded cytochrome c oxidase I, opposite strand [Source:MGI Symbol;Acc:MGI:1915441]",Taco1os,antisense_RNA,11,-1
ENSMUSG00000085229,106126336,106127351,predicted gene 11672 [Source:MGI Symbol;Acc:MGI:3651419],Gm11672,antisense_RNA,11,-1
ENSMUSG00000020700,106084613,106155446,mitogen-activated protein kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:1346874],Map3k3,protein_coding,11,1
ENSMUSG00000001510,95120119,95125296,distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903],Dlx3,protein_coding,11,1
ENSMUSG00000020871,95140447,95146263,distal-less homeobox 4 [Source:MGI Symbol;Acc:MGI:94904],Dlx4,protein_coding,11,-1
ENSMUSG00000086552,95145052,95159047,"distal-less homeobox 4, opposite strand [Source:MGI Symbol;Acc:MGI:2444057]",Dlx4os,antisense_RNA,11,1
ENSMUSG00000040699,106156256,106160860,LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:1915053],Limd2,protein_coding,11,-1
ENSMUSG00000083548,95176813,95177244,predicted gene 11514 [Source:MGI Symbol;Acc:MGI:3649789],Gm11514,processed_pseudogene,11,1
ENSMUSG00000069631,106163330,106202168,STE20-related kinase adaptor alpha [Source:MGI Symbol;Acc:MGI:1919399],Strada,protein_coding,11,-1
ENSMUSG00000085115,78708738,78709761,predicted gene 11197 [Source:MGI Symbol;Acc:MGI:3649684],Gm11197,processed_pseudogene,11,-1
ENSMUSG00000049489,78750506,78751729,"family with sequence similarity 58, member B [Source:MGI Symbol;Acc:MGI:1916359]",Fam58b,protein_coding,11,-1
ENSMUSG00000085992,95223290,95225632,predicted gene 11515 [Source:MGI Symbol;Acc:MGI:3649766],Gm11515,lincRNA,11,-1
ENSMUSG00000078622,106197408,106216344,coiled-coil domain containing 47 [Source:MGI Symbol;Acc:MGI:1914413],Ccdc47,protein_coding,11,-1
ENSMUSG00000072640,78826584,78846870,LYR motif containing 9 [Source:MGI Symbol;Acc:MGI:1913524],Lyrm9,protein_coding,11,1
ENSMUSG00000020872,95261529,95269265,tachykinin 4 [Source:MGI Symbol;Acc:MGI:1931130],Tac4,protein_coding,11,1
ENSMUSG00000020826,78920787,78960254,"nitric oxide synthase 2, inducible [Source:MGI Symbol;Acc:MGI:97361]",Nos2,protein_coding,11,1
ENSMUSG00000038909,95274259,95310246,K(lysine) acetyltransferase 7 [Source:MGI Symbol;Acc:MGI:2182799],Kat7,protein_coding,11,-1
ENSMUSG00000085143,95310429,95324496,predicted gene 11520 [Source:MGI Symbol;Acc:MGI:3650534],Gm11520,antisense_RNA,11,1
ENSMUSG00000085509,95336011,95337408,predicted gene 11521 [Source:MGI Symbol;Acc:MGI:3651772],Gm11521,antisense_RNA,11,-1
ENSMUSG00000101258,95375525,95384507,predicted gene 29477 [Source:MGI Symbol;Acc:MGI:5580183],Gm29477,antisense_RNA,11,-1
ENSMUSG00000038893,95337018,95381872,"family with sequence similarity 117, member A [Source:MGI Symbol;Acc:MGI:2144564]",Fam117a,protein_coding,11,1
ENSMUSG00000020705,106216926,106249139,DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 [Source:MGI Symbol;Acc:MGI:1919297],Ddx42,protein_coding,11,1
ENSMUSG00000020706,106249142,106256079,FtsJ RNA methyltransferase homolog 3 (E. coli) [Source:MGI Symbol;Acc:MGI:1860295],Ftsj3,protein_coding,11,-1
ENSMUSG00000020708,106256154,106263120,"protease (prosome, macropain) 26S subunit, ATPase 5 [Source:MGI Symbol;Acc:MGI:105047]",Psmc5,protein_coding,11,1
ENSMUSG00000078619,106263179,106272972,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:MGI Symbol;Acc:MGI:1933621]",Smarcd2,protein_coding,11,-1
ENSMUSG00000020712,106276672,106288745,testicular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1923120],Tcam1,protein_coding,11,1
ENSMUSG00000020713,106300271,106301865,growth hormone [Source:MGI Symbol;Acc:MGI:95707],Gh,protein_coding,11,-1
ENSMUSG00000040592,106311341,106314762,CD79B antigen [Source:MGI Symbol;Acc:MGI:96431],Cd79b,protein_coding,11,-1
ENSMUSG00000001027,106318592,106353288,"sodium channel, voltage-gated, type IV, alpha [Source:MGI Symbol;Acc:MGI:98250]",Scn4a,protein_coding,11,-1
ENSMUSG00000009210,106365472,106377558,proline rich 29 [Source:MGI Symbol;Acc:MGI:1922823],Prr29,protein_coding,11,1
ENSMUSG00000001029,106377656,106388075,intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394],Icam2,protein_coding,11,-1
ENSMUSG00000020715,106394650,106487852,endoplasmic reticulum (ER) to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134],Ern1,protein_coding,11,-1
ENSMUSG00000040548,106502147,106613423,testis expressed gene 2 [Source:MGI Symbol;Acc:MGI:102465],Tex2,protein_coding,11,-1
ENSMUSG00000020717,106654217,106750628,platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537],Pecam1,protein_coding,11,-1
ENSMUSG00000020718,106768253,106779537,"polymerase (DNA directed), gamma 2, accessory subunit [Source:MGI Symbol;Acc:MGI:1354947]",Polg2,protein_coding,11,-1
ENSMUSG00000040528,106751226,106768794,mast cell immunoglobulin like receptor 1 [Source:MGI Symbol;Acc:MGI:2685731],Milr1,protein_coding,11,1
ENSMUSG00000020719,106780355,106789185,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 [Source:MGI Symbol;Acc:MGI:105037],Ddx5,protein_coding,11,-1
ENSMUSG00000018372,106789252,106819930,centrosomal protein 95 [Source:MGI Symbol;Acc:MGI:2443502],Cep95,protein_coding,11,1
ENSMUSG00000084930,106814670,106816008,predicted gene 11706 [Source:MGI Symbol;Acc:MGI:3651837],Gm11706,antisense_RNA,11,-1
ENSMUSG00000018363,106820066,106920715,SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563],Smurf2,protein_coding,11,-1
ENSMUSG00000086481,106972058,106973090,predicted gene 11707 [Source:MGI Symbol;Acc:MGI:3651836],Gm11707,lincRNA,11,-1
ENSMUSG00000018362,106988629,106999541,karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561],Kpna2,protein_coding,11,-1
ENSMUSG00000098769,97063768,97063874,microRNA 8103 [Source:MGI Symbol;Acc:MGI:5531223],Mir8103,miRNA,11,1
ENSMUSG00000072963,53454804,53457110,predicted gene 10447 [Source:MGI Symbol;Acc:MGI:3642647],Gm10447,protein_coding,11,-1
ENSMUSG00000065515,96850393,96850465,microRNA 152 [Source:MGI Symbol;Acc:MGI:2676837],Mir152,miRNA,11,1
ENSMUSG00000054450,53480166,53481097,predicted gene 9945 [Source:MGI Symbol;Acc:MGI:3641652],Gm9945,protein_coding,11,1
ENSMUSG00000077574,79639021,79639128,"predicted gene, 24887 [Source:MGI Symbol;Acc:MGI:5454664]",Gm24887,snRNA,11,-1
ENSMUSG00000088747,72340370,72340640,"predicted gene, 23224 [Source:MGI Symbol;Acc:MGI:5453001]",Gm23224,misc_RNA,11,1
ENSMUSG00000065529,75463716,75463810,microRNA 22 [Source:MGI Symbol;Acc:MGI:2676896],Mir22,miRNA,11,1
ENSMUSG00000098919,97744897,97745035,microRNA 8102 [Source:MGI Symbol;Acc:MGI:5531177],Mir8102,miRNA,11,1
ENSMUSG00000065519,96317165,96317274,microRNA 10a [Source:MGI Symbol;Acc:MGI:3619064],Mir10a,miRNA,11,1
ENSMUSG00000105756,72953107,72953196,"predicted gene, 44467 [Source:MGI Symbol;Acc:MGI:5690859]",Gm44467,miRNA,11,1
ENSMUSG00000065162,106260206,106260313,"predicted gene, 23645 [Source:MGI Symbol;Acc:MGI:5453422]",Gm23645,snRNA,11,1
ENSMUSG00000064567,72616006,72616150,"predicted gene, 24143 [Source:MGI Symbol;Acc:MGI:5453920]",Gm24143,snoRNA,11,-1
ENSMUSG00000089184,78561645,78561735,"predicted gene, 22947 [Source:MGI Symbol;Acc:MGI:5452724]",Gm22947,snoRNA,11,-1
ENSMUSG00000098881,97677060,97677130,microRNA 6927 [Source:MGI Symbol;Acc:MGI:5531044],Mir6927,miRNA,11,1
ENSMUSG00000049427,53469749,53470479,predicted gene 9837 [Source:MGI Symbol;Acc:MGI:3642517],Gm9837,protein_coding,11,-1
ENSMUSG00000065298,72881792,72881953,"predicted gene, 26121 [Source:MGI Symbol;Acc:MGI:5455898]",Gm26121,snRNA,11,1
ENSMUSG00000092641,102458724,102458974,"predicted gene, 23563 [Source:MGI Symbol;Acc:MGI:5453340]",Gm23563,misc_RNA,11,-1
ENSMUSG00000065395,79711969,79712034,microRNA 193a [Source:MGI Symbol;Acc:MGI:2676857],Mir193a,miRNA,11,1
ENSMUSG00000065283,79893584,79893715,"predicted gene, 24454 [Source:MGI Symbol;Acc:MGI:5454231]",Gm24454,snoRNA,11,-1
ENSMUSG00000093273,106782693,106782759,microRNA 3064 [Source:MGI Symbol;Acc:MGI:4834237],Mir3064,miRNA,11,-1
ENSMUSG00000093013,97941671,97941740,"predicted gene, 22461 [Source:MGI Symbol;Acc:MGI:5452238]",Gm22461,miRNA,11,-1
ENSMUSG00000077625,78181686,78181756,"small nucleolar RNA, C/D box 4A [Source:MGI Symbol;Acc:MGI:3819540]",Snord4a,snoRNA,11,-1
ENSMUSG00000065546,96265164,96265265,microRNA 196a-1 [Source:MGI Symbol;Acc:MGI:2676860],Mir196a-1,miRNA,11,1
ENSMUSG00000088400,106764635,106764741,"predicted gene, 25889 [Source:MGI Symbol;Acc:MGI:5455666]",Gm25889,snRNA,11,-1
ENSMUSG00000065657,102549196,102549299,"predicted gene, 25337 [Source:MGI Symbol;Acc:MGI:5455114]",Gm25337,snRNA,11,-1
ENSMUSG00000106179,75318488,75318608,,AL603834.1,miRNA,11,-1
ENSMUSG00000088950,59813137,59813273,"predicted gene, 24939 [Source:MGI Symbol;Acc:MGI:5454716]",Gm24939,rRNA,11,1
ENSMUSG00000104813,78073170,78073241,microRNA 451b [Source:MGI Symbol;Acc:MGI:5562734],Mir451b,miRNA,11,-1
ENSMUSG00000088854,95921102,95921226,"predicted gene, 24725 [Source:MGI Symbol;Acc:MGI:5454502]",Gm24725,snRNA,11,1
ENSMUSG00000065537,75173682,75173747,microRNA 132 [Source:MGI Symbol;Acc:MGI:2676817],Mir132,miRNA,11,1
ENSMUSG00000099107,96199751,96199830,"predicted gene, 27898 [Source:MGI Symbol;Acc:MGI:5531280]",Gm27898,misc_RNA,11,-1
ENSMUSG00000089404,94958778,94958893,"predicted gene, 24877 [Source:MGI Symbol;Acc:MGI:5454654]",Gm24877,misc_RNA,11,1
ENSMUSG00000064719,53390402,53390508,"predicted gene, 25930 [Source:MGI Symbol;Acc:MGI:5455707]",Gm25930,snRNA,11,1
ENSMUSG00000091191,53772281,53773187,"predicted gene, 17334 [Source:MGI Symbol;Acc:MGI:4936968]",Gm17334,protein_coding,11,-1
ENSMUSG00000065401,78073005,78073070,microRNA 144 [Source:MGI Symbol;Acc:MGI:2676829],Mir144,miRNA,11,1
ENSMUSG00000080540,106501245,106501377,"predicted gene, 22711 [Source:MGI Symbol;Acc:MGI:5452488]",Gm22711,snoRNA,11,1
ENSMUSG00000065676,78183056,78183124,"small nucleolar RNA, C/D box 42B [Source:MGI Symbol;Acc:MGI:3819533]",Snord42b,snoRNA,11,-1
ENSMUSG00000064901,97781639,97781775,"small nucleolar RNA, H/ACA box 21 [Source:MGI Symbol;Acc:MGI:3819493]",Snora21,snoRNA,11,-1
ENSMUSG00000075596,95723587,95726710,RIKEN cDNA B130006D01 gene [Source:MGI Symbol;Acc:MGI:2444371],B130006D01Rik,protein_coding,11,1
ENSMUSG00000099153,53763597,53763654,microRNA 7671 [Source:MGI Symbol;Acc:MGI:5531184],Mir7671,miRNA,11,-1
ENSMUSG00000098863,102230040,102230150,microRNA 8101 [Source:MGI Symbol;Acc:MGI:5531087],Mir8101,miRNA,11,-1
ENSMUSG00000064795,96083673,96083856,"predicted gene, 22423 [Source:MGI Symbol;Acc:MGI:5452200]",Gm22423,snRNA,11,-1
ENSMUSG00000064540,78181299,78181363,"small nucleolar RNA, C/D box 42A [Source:MGI Symbol;Acc:MGI:3819532]",Snord42a,snoRNA,11,-1
ENSMUSG00000084419,53701179,53701488,"predicted gene, 22275 [Source:MGI Symbol;Acc:MGI:5452052]",Gm22275,misc_RNA,11,1
ENSMUSG00000080577,72022755,72022857,"predicted gene, 23226 [Source:MGI Symbol;Acc:MGI:5453003]",Gm23226,snRNA,11,1
ENSMUSG00000070065,78073170,78073241,microRNA 451a [Source:MGI Symbol;Acc:MGI:3619412],Mir451a,miRNA,11,1
ENSMUSG00000065590,75173388,75173478,microRNA 212 [Source:MGI Symbol;Acc:MGI:2676888],Mir212,miRNA,11,1
ENSMUSG00000064788,102829878,102830014,"predicted gene, 22683 [Source:MGI Symbol;Acc:MGI:5452460]",Gm22683,snoRNA,11,1
ENSMUSG00000093358,95963292,95963383,microRNA 3063 [Source:MGI Symbol;Acc:MGI:4834235],Mir3063,miRNA,11,-1
ENSMUSG00000065126,106500993,106501062,"small nucleolar RNA, C/D box 104 [Source:MGI Symbol;Acc:MGI:3819515]",Snord104,snoRNA,11,1
ENSMUSG00000076129,102659572,102659680,"predicted gene, 22920 [Source:MGI Symbol;Acc:MGI:5452697]",Gm22920,miRNA,11,-1
ENSMUSG00000064512,94919709,94919833,"predicted gene, 22456 [Source:MGI Symbol;Acc:MGI:5452233]",Gm22456,snRNA,11,1
ENSMUSG00000055072,79296179,79296906,predicted gene 9964 [Source:MGI Symbol;Acc:MGI:3642605],Gm9964,protein_coding,11,-1
ENSMUSG00000099125,106920658,106920761,"predicted gene, 27322 [Source:MGI Symbol;Acc:MGI:5530704]",Gm27322,miRNA,11,-1
ENSMUSG00000093133,106783171,106783271,"predicted gene, 25994 [Source:MGI Symbol;Acc:MGI:5455771]",Gm25994,miRNA,11,-1
ENSMUSG00000089224,72800287,72800478,"predicted gene, 22075 [Source:MGI Symbol;Acc:MGI:5451852]",Gm22075,misc_RNA,11,-1
ENSMUSG00000099101,78178827,78178887,microRNA 7653 [Source:MGI Symbol;Acc:MGI:5531282],Mir7653,miRNA,11,1
ENSMUSG00000092725,72648925,72648997,"predicted gene, 25678 [Source:MGI Symbol;Acc:MGI:5455455]",Gm25678,miRNA,11,1
ENSMUSG00000098658,72388756,72388864,microRNA 6338 [Source:MGI Symbol;Acc:MGI:5531060],Mir6338,miRNA,11,1
ENSMUSG00000098613,102999848,102999921,microRNA 6931 [Source:MGI Symbol;Acc:MGI:5530685],Mir6931,miRNA,11,-1
ENSMUSG00000075480,106160850,106161158,predicted gene 10840 [Source:MGI Symbol;Acc:MGI:3642918],Gm10840,protein_coding,11,1
ENSMUSG00000098774,102404920,102404987,microRNA 6930 [Source:MGI Symbol;Acc:MGI:5530818],Mir6930,miRNA,11,-1
ENSMUSG00000093572,59337051,59337146,"predicted gene, 24756 [Source:MGI Symbol;Acc:MGI:5454533]",Gm24756,miRNA,11,-1
ENSMUSG00000099133,96200176,96200311,"predicted gene, 27605 [Source:MGI Symbol;Acc:MGI:5530987]",Gm27605,misc_RNA,11,-1
ENSMUSG00000105884,106501243,106501377,"predicted gene, 22711 [Source:MGI Symbol;Acc:MGI:5452488]",Gm22711,snoRNA,11,1
ENSMUSG00000080600,78754426,78754522,"predicted gene, 23840 [Source:MGI Symbol;Acc:MGI:5453617]",Gm23840,miRNA,11,-1
ENSMUSG00000093100,75551429,75551511,microRNA 3971 [Source:MGI Symbol;Acc:MGI:4950411],Mir3971,miRNA,11,1
ENSMUSG00000064486,79595165,79595268,"predicted gene, 23293 [Source:MGI Symbol;Acc:MGI:5453070]",Gm23293,snRNA,11,1
ENSMUSG00000088879,79635311,79635413,"predicted gene, 25867 [Source:MGI Symbol;Acc:MGI:5455644]",Gm25867,snRNA,11,-1
ENSMUSG00000065489,79726400,79726511,microRNA 365-2 [Source:MGI Symbol;Acc:MGI:3619372],Mir365-2,miRNA,11,1
ENSMUSG00000099286,97146364,97146419,microRNA 7235 [Source:MGI Symbol;Acc:MGI:5531368],Mir7235,miRNA,11,-1
ENSMUSG00000084599,72281016,72281131,nuclear encoded rRNA 5S 70 [Source:MGI Symbol;Acc:MGI:4421915],n-R5s70,rRNA,11,1
ENSMUSG00000072898,59208246,59208720,predicted gene 10434 [Source:MGI Symbol;Acc:MGI:3708552],Gm10434,pseudogene,11,-1
ENSMUSG00000098813,97780182,97780276,"predicted gene, 27326 [Source:MGI Symbol;Acc:MGI:5530708]",Gm27326,snoRNA,11,-1
ENSMUSG00000093004,97660257,97660327,"predicted gene, 24158 [Source:MGI Symbol;Acc:MGI:5453935]",Gm24158,miRNA,11,-1
ENSMUSG00000098425,96032678,96032892,"predicted gene, 24949 [Source:MGI Symbol;Acc:MGI:5454726]",Gm24949,snoRNA,11,1
ENSMUSG00000088748,78824387,78824473,"predicted gene, 23219 [Source:MGI Symbol;Acc:MGI:5452996]",Gm23219,snRNA,11,1
ENSMUSG00000105908,53409197,53409267,microRNA 6920 [Source:MGI Symbol;Acc:MGI:5562731],Mir6920,miRNA,11,1
ENSMUSG00000088702,106186444,106186587,"predicted gene, 25556 [Source:MGI Symbol;Acc:MGI:5455333]",Gm25556,snRNA,11,-1
ENSMUSG00000097051,75745072,75761195,"predicted gene, 26836 [Source:MGI Symbol;Acc:MGI:5477330]",Gm26836,lincRNA,11,-1
ENSMUSG00000097176,95669952,95672719,"predicted gene, 26830 [Source:MGI Symbol;Acc:MGI:5477324]",Gm26830,lincRNA,11,1
ENSMUSG00000097289,96712982,96747436,RIKEN cDNA 2010300F17 gene [Source:MGI Symbol;Acc:MGI:1917134],2010300F17Rik,lincRNA,11,-1
ENSMUSG00000097410,102863337,103075903,"predicted gene, 26668 [Source:MGI Symbol;Acc:MGI:5477162]",Gm26668,lincRNA,11,1
ENSMUSG00000020383,53631324,53634702,interleukin 13 [Source:MGI Symbol;Acc:MGI:96541],Il13,protein_coding,11,-1
ENSMUSG00000084373,53645744,53646376,"ribosomal protein S2, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3651115]",Rps2-ps4,processed_pseudogene,11,1
ENSMUSG00000057522,95414080,95493406,speckle-type POZ protein [Source:MGI Symbol;Acc:MGI:1343085],Spop,protein_coding,11,1
ENSMUSG00000020921,102152546,102156404,transmembrane protein 101 [Source:MGI Symbol;Acc:MGI:1923797],Tmem101,protein_coding,11,-1
ENSMUSG00000083208,95462546,95462721,predicted gene 11522 [Source:MGI Symbol;Acc:MGI:3650746],Gm11522,processed_pseudogene,11,-1
ENSMUSG00000040483,72301629,72313733,XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572],Xaf1,protein_coding,11,1
ENSMUSG00000020922,102162497,102185296,LSM12 homolog [Source:MGI Symbol;Acc:MGI:1919592],Lsm12,protein_coding,11,-1
ENSMUSG00000085148,75461539,75466676,Mir22 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914348],Mir22hg,processed_transcript,11,1
ENSMUSG00000038217,75461715,75470899,TLC domain containing 2 [Source:MGI Symbol;Acc:MGI:1917141],Tlcd2,protein_coding,11,1
ENSMUSG00000060727,78149196,78149438,predicted gene 12571 [Source:MGI Symbol;Acc:MGI:3649675],Gm12571,processed_pseudogene,11,-1
ENSMUSG00000037750,78094660,78156700,"family with sequence similarity 222, member B [Source:MGI Symbol;Acc:MGI:2384939]",Fam222b,protein_coding,11,1
ENSMUSG00000017386,78158499,78165589,TNF receptor associated factor 4 [Source:MGI Symbol;Acc:MGI:1202880],Traf4,protein_coding,11,-1
ENSMUSG00000020380,53649519,53707319,RAD50 double strand break repair protein [Source:MGI Symbol;Acc:MGI:109292],Rad50,protein_coding,11,-1
ENSMUSG00000034793,102189620,102194081,"glucose 6 phosphatase, catalytic, 3 [Source:MGI Symbol;Acc:MGI:1915651]",G6pc3,protein_coding,11,1
ENSMUSG00000070388,72314444,72319416,F-box protein 39 [Source:MGI Symbol;Acc:MGI:3505735],Fbxo39,protein_coding,11,1
ENSMUSG00000020799,72344722,72362442,tektin 1 [Source:MGI Symbol;Acc:MGI:1333819],Tekt1,protein_coding,11,-1
ENSMUSG00000046719,95509845,95514570,neurexophilin 3 [Source:MGI Symbol;Acc:MGI:1336188],Nxph3,protein_coding,11,-1
ENSMUSG00000000120,95568818,95587735,"nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]",Ngfr,protein_coding,11,-1
ENSMUSG00000017405,78166106,78176675,NIMA (never in mitosis gene a)-related expressed kinase 8 [Source:MGI Symbol;Acc:MGI:1890646],Nek8,protein_coding,11,-1
ENSMUSG00000008855,102194432,102230166,histone deacetylase 5 [Source:MGI Symbol;Acc:MGI:1333784],Hdac5,protein_coding,11,-1
ENSMUSG00000020850,75486816,75509449,pre-mRNA processing factor 8 [Source:MGI Symbol;Acc:MGI:2179381],Prpf8,protein_coding,11,1
ENSMUSG00000045667,72389164,72411713,smoothelin-like 2 [Source:MGI Symbol;Acc:MGI:2442764],Smtnl2,protein_coding,11,-1
ENSMUSG00000040471,72435526,72438400,gamma-glutamyltransferase 6 [Source:MGI Symbol;Acc:MGI:1918772],Ggt6,protein_coding,11,1
ENSMUSG00000040447,72451638,72489904,spinster homolog 2 [Source:MGI Symbol;Acc:MGI:2384936],Spns2,protein_coding,11,-1
ENSMUSG00000040463,72441355,72451768,MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181],Mybbp1a,protein_coding,11,1
ENSMUSG00000058546,78180932,78183584,ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672],Rpl23a,protein_coding,11,-1
ENSMUSG00000019437,78176711,78181909,TLC domain containing 1 [Source:MGI Symbol;Acc:MGI:1915572],Tlcd1,protein_coding,11,1
ENSMUSG00000020866,94408391,94474198,"calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:MGI Symbol;Acc:MGI:1201678]",Cacna1g,protein_coding,11,-1
ENSMUSG00000086595,53723953,53724618,predicted gene 12214 [Source:MGI Symbol;Acc:MGI:3652265],Gm12214,antisense_RNA,11,-1
ENSMUSG00000036117,53720794,53725106,interleukin 5 [Source:MGI Symbol;Acc:MGI:96557],Il5,protein_coding,11,1
ENSMUSG00000083986,53733579,53733931,predicted gene 12213 [Source:MGI Symbol;Acc:MGI:3652267],Gm12213,processed_pseudogene,11,1
ENSMUSG00000018677,102402985,102407946,"solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]",Slc25a39,protein_coding,11,-1
